 ,Subject,Content,Problem
227928,PDIHUB Alta del usuario magl,Hola buenos dias. Para una actividad relacionada con el proyecto Novum necesitaria poder acceder al repositorio pdihub https pdihub.hi.inet tugo tugo-gconnectob-test con mi usuario magl . Actualmente me da un error GitHub Enterprise license is out of seats y me han comentado que necesitaria que me dieran una licencia para ello. Podriais ayudarme en ituser o necesito pedir esto en algun otro sitio Muchas gracias por adelantado Saludos Miguel ----------------------------------------------------------- Miguel A. Garcia Lopez Telefonica - Innovation in Personal Comms E-mail miguelangel.garcialopezaltran.com mailto miguelangel.garcialopezaltran.com Tel Skype mgarlop -----------------------------------------------------------,add-pdihub-user
227900,Solicitud de provision de usuario JIRA,,
227880,Añadir usuario joseangelsilvag al grupo p-owners,Buenas tardes Necesitamos añadir al usuario joseangelsilvag al grupo https github.com orgs Telefonica teams p-owners Gracias de antemano guido,Otros
227879,acceso a máquina dev-ahealth-infra-,Hola Hemos hecho un reboot de esta maquina porque iba muy lenta y ahora no tenemos acceso ssh Podriais mirarlo Gracias Armando.,Otros
227862,Solicitud de provision de usuario JIRA,,
227861,PDIHUB Renombrar el usuario de b.ipl a ipl,Buenas tardes Dado que ha cambiado mi usuario de b.ipl a ipl solicito que me deis de alta con el nuevo usuario en pdihub. Gracias y saludos Nacho,add-pdihub-user
227858,Solicitud de acceso al proyecto -eric de openstack-epg,Hola buenos dias. Solicito accesos al proyecto -eric del OS de Epg. Gracias y un saludo -- Juan Navajo Idoeta IT Technical Support Engineer âœ juan navajoanadat.es Skype Â� juan.navajo dSMC Advanced Apps Support Team Telefonica Global Resources Anadat âœ dsmc.aplicacionestid.es â Ž Distrito C Edificio Oeste Ronda de la Comunicacion s n Madrid España .. De manera general ANADAT CONSULTING S. L. garantiza la adopcion de las medidas necesarias para asegurar el tratamiento confidencial de los datos de caracter personal y le ofrece la posibilidad de ejercer su derecho de acceso rectificacion cancelacion y oposicion al tratamiento de sus datos personales en los terminos y condiciones previstos en la propia LOPD a traves del correo electronico rrhhanadat.es mailto rrhhanadat.es . La informacion confidencial que pudiera contener este mensaje esta destinada para ser leida unicamente por el destinatario. Nadie excepto el podra leer usar publicar o reproducir el contenido parcial o total de este mensaje. En caso de recibir un mensaje por error por favor notifiquelo al remitente lo antes posible.,add-users-to-tenant-kilo
227843,Reconfiguracion del grupo de backup VDC-BOE,Buenos dias Necesitamos que por favor se revise la configuracion del grupo de backup VDC-BOE manteniendo la planificacion de copias de seguridad existente pero incorporando las VMs descritas en el fichero adjunto. Hay varias VMs que han sido regeneradas con mismo nombre pero diferente UUID de las ya existentes por lo que puede ser necesario agregarlas de nuevo para que el backup funcione. Muchas gracias y un saludo firma Cloud,Otros
227798,Solicitud alta usuarios JIRA en Servicios SDP y NGIN,Hola buenos dias Hemos solicitado la creacion de los siguientes usuarios de JIRA para que sean incluidos en los proyectos SDP y NGIN dentro de los grupos de Telefonica Colombia cid image .png D E DC.A ADCB Saludos Sara Gomez - Global Operation Leader Centro Global de Plataformas - Telefonica GCTO Skype sara.gomez.iglesias,add-jira-user
227794,Solicitud de provision de usuario JIRA,,
227792,Solicitud de provision de usuario JIRA,,
227790,Solicitud de provision de usuario JIRA,,
227788,Solicitud de provision de usuario JIRA,,
227775,Nueva estructura para VIVOOBBROP,Hola Necesitamos una estructura en el proyecto VIVOOBBROP del mismo tipo que por ejemplo la estrutura VIVOE EOP https jirapdi.tid.es secure StructureBoard.jspas . Gracias. Un saludo Cristina,Otros
227765,pequeña correccion,Hola Tenemos un usuario cuyo email fue mandado incorrectamente INCORRECTO Fernando.TFariatelefonica.com mailto Fernando.TFariatelefonica.com CORRECTO Fernando.Fariatelefonica.com mailto Fernando.Fariatelefonica.com Podria cambiarse. Muchas gracias. Un saludo Cristina,Otros
227740,Cuenta en pdihub suspendida.,Hola. Tengo la cuenta de pdihub suspendida. Ahora necesito utilizarla para mi proyecto. Mi usuario es agp . Podeis activarla Gracias por adelantado. Alberto.,add-pdihub-user
227737,Usuarios JIRA - UNICA,Hola Ana Ericsson nos ha mandado algunos usuarios nuevos de JIRA Solicitud de baja Emiliano Merino - emiliano.merinoericsson.com mailto emiliano.merinoericsson.com Solicitud de alta David Tocino - david.tocinoericsson.com mailto david.tocinoericsson.com Muchas gracias Carlos,Otros
227735,Migracion máquina ci-tugo-cob-,This message is an automated reply to your mail. Migracion maquina ci-tugo-cob- Includes the following TAG in the subject EPG when we send emails related to the ticket. You can send to the following address epgtid.es To see the content please follow the link below and use your TID user. http vmticket.hi.inet Ticket Display.htmlid ------------------- â Ž â Ž â Ž RUBEN MAZARIEGOS DEL REY Para la migracion de esta maquina habiamos pensado en los siguientes pasos - nos creais una maquina virtual Windows de bits en la direccion IP . . . y con nombre ci-novum-gob- - nosotros migramos el software y configuracion de la maquina . . . WXP a la . . . W - una vez hecha la migracion y validado el funcionamiento se apaga la maquina WXP y a la maquina W le asignamos la direccion . . . -------------------,Otros
227723,PDIHUB Suspension del usuario falfaro,Borja Necesito por favor que vuelvas a activar mi cuenta de PdiHub que ha sido suspendida por falta de actividad. Gracias y un cordial saludo FELIPE ALFARO SOLANA gCTO - Telefonica Global Resources Technological Expert Digital Operations Deployment Phone E-Mail felipe.alfarosolanatelefonica.com mailto felipe.alfarosolanatelefonica.com,unsuspend
227701,Cuenta de pdihub suspendida,Buenos dias Al intentar acceder a pdihub me da un error que dice Your account is suspended adjunto captura. Actualmente no trabajo principalmente sobre pdihub pero necesito acceder de vez en cuando para labores de mantenimiento sobre la app de TU Go. Se podria volver a activar el usuario Gracias un saludo INNOVATION IN PERSONAL COMMS id image .png D EF.F C Jesus Latorre Â� Android developer in TU jesus.latorreasensiotelefonica.com My TU.Go number My Tuenti number www.tu.com http www.tu.com www.tuenti.com http www.tuenti.com,unsuspend
227680,user de Jira,Buenas tardes Necesitamos meter al user RUU en la lista Aurigae que se creo para el campo Security Level en el proyecto de Jira VDCVirtual Data Center . https jirapdi.tid.es browse VDC Gracias Un saludo firma Cloud,Otros
227679,alta en JIRA,Hola Necesitamos dar de alta el usuario SER en JIRA. Saludos Noe,add-jira-user
227677,RE key para AWS,Hola Estamos retomando lo de la cuenta de AWS que nos facilitasteis dado que hemos estado un tiempo sin podernos dedicar a esta actividad. Ahora el problema que tenemos es que no somos capaces de listar las redes o vpcs. Nos da un forbidden. Podeis mirar los permisos Gracias --- Alfonso Tierno -----Original Message----- From ALFONSO TIERNO SEPULVEDA Sent Friday March PM To Jose Maria Peribañez epgboe .tidtelefonica.com Subject RE key para AWS Muchas gracias. Lo del DryRun que comentas es muy interesante en fases iniciales me valdra con esto. Vamos a usar librerias boto de Python buscare si se puede usar esta opcion en la libreria Saludos --- Alfonso Tierno -----Original Message----- From Jose Maria Peribañez Sent Friday March AM To ALFONSO TIERNO SEPULVEDA alfonso.tiernosepulvedatelefonica.com Subject key para AWS Hola Alfonso Lo comentado en el ticket AccessKeyID xxxxxxxxxxxxxxxxremoved Secret Access Key xxxxxxxxxxxxxxxxxxxxxxxxxxxxremoved Solo recordar que por favor tener el maximo cuidado y usar DryRun siempre que sea posible que te va a decir si la operacion es valida y tienes permiso pero sin ejecutarlo y por lo tanto sin cobrarte - . Recuerda que no hay limite de gasto y que cada vez que se crea una VM aunque se destruya inmediatamente se va a cobrar una hora - Un saludo Chema.,Otros
227661,Ayuda para generar un esclavo con Python . . en DCIP,Buenos dias Como comento en el asunto del correo necesitaria ayuda para generar un esclavo en DCIP con Python . . . He probado con varias imagenes de las disponibles dcip base dcip base dcip base latest â � sin exito. Saludos y gracias por adelantado.,Otros
227648,GitHub Haz pública tu membresía a Telefonica,,
227647,GitHub Haz pública tu membresía a Telefonica,,
227646,GitHub Haz pública tu membresía a Telefonica,,
227645,GitHub Haz pública tu membresía a Telefonica,,
227644,GitHub Haz pública tu membresía a Telefonica,,
227643,Problemas acceso a la wiki,Hola Me comentan que estos usuarios no tienen acceso a la wiki y ya les he insistido que traten de logarse pero me repiten que no tienen acceso por lo que entiendo que no llegan a la pagina de login de la wiki y se quedan en el pop-up de autenticacion de servidor. NOK. el dev me comenta que su user correcto es hc.alonso hugo.alonsoagilecontent.com mailto hugo.alonsoagilecontent.com NOK b.tozetto bruno.tozettoagilecontent.com mailto bruno.tozettoagilecontent.com pending edinei.cavalcanti edinei.cavalcantiagilecontent.com mailto edinei.cavalcantiagilecontent.com Gracias Agus -- Jose Agustin Martinez Garcia Service Development PMPÂ� gCTO - Global Video Unit Mobile Phone email joseagustin.martinezgarciatelefonica.com mailto joseagustin.martinezgarciatelefonica.com,Problem
227642,GitHub Haz pública tu membresía a Telefonica,,
227640,GitHub Haz pública tu membresía a Telefonica,,
227639,GitHub Haz pública tu membresía a Telefonica,,
227638,GitHub Haz pública tu membresía a Telefonica,,
227637,GitHub Haz pública tu membresía a Telefonica,,
227636,GitHub Haz pública tu membresía a Telefonica,,
227635,GitHub Haz pública tu membresía a Telefonica,,
227632,GITHUB Acceso para el usuario jlurien,Hola Me han dicho que me dirija a vosotros para tener acceso al repositorio en github de Telefonica. Mi usuario en github es jlurien Si tengo que seguir otro procedimiento o facilitar mas datos por favor indicadmelo. Un saludo gracias. Jose Luis Urien,add-github-user
227627,Licencia Pycharm para el usuario cx,Buenos dias Queria solicitar si es posible una licencia de PyCharm para un compañero de mi equipo que acabo de incorporarse hasta ahora tenia licencia como externo proporcionada por su empresa. Nombre Hector Gomez Sanchez Matricula y usuario TID cx Muchas gracias Paula Lopez Casado Data Scientist P Internal Use Cases Market Insights CDO Telefonica S.A Oeste planta Distrito Telefonica Ronda de la Comunicacion s n - Madrid Spain paula.lopezcasadotelefonica.com mailto paula.lopezcasadotelefonica.com T M,Otros
227598,PDIHUB Suspension del usuario mcper,Buenos dias solicitamos acceso de escritura a la iniciativa https pdihub.hi.inet st v para el usuario mcper . Gracias,unsuspend
227597,PDIHUB Solicitud de acceso a mapo en st v,Buenos dias solicitamos acceso de escritura a la iniciativa https pdihub.hi.inet st v para el usuario mapo . Gracias,unsuspend
227595,PDIHUB Alta del usuario mvb,Hola solicitamos acceso para el usuario mvb en la iniciativa https pdihub.hi.inet st v con permisos de escritura. Gracias.,add-pdihub-user
227594,PDIHUB Alta del usuario jafg,Hola solicitamos acceso para el usuario jafg en la iniciativa https pdihub.hi.inet st v como owner. Gracias.,add-pdihub-user
227587,Habilitar Structure a lista de usuarios,Hola Necesitamos habilitar el plugin de structure modo lectura a los siguientes usuarios NOME E-MAIL CONTA JIRA Almir Gedam almir.gedamtelefonica.com mailto almir.gedamtelefonica.com a.gedam Alexandre Moraes De Assis amoraestelefonica.com mailto amoraestelefonica.com a.moraes Amaro Neto Amaro.Netotelefonica.com mailto Amaro.Netotelefonica.com a.neto Denis Mauricio de Souza Denis.Souzatelefonica.com mailto Denis.Souzatelefonica.com d.mauricio Edson dos Santos Sousa edson.sousatelefonica.com e.sousa Elisa Bello dos Santos Duran Elisa.Durantelefonica.com mailto Elisa.Durantelefonica.com e.bello Fabricio Mendes Fabricio.MOliveiratelefonica.com f.mendes Fernanda Bertozzi Peixoto Rubini fernanda.rubinitelefonica.com mailto fernanda.rubinitelefonica.com f.bertozzi Fernando Ruy fernando.ruytelefonica.com mailto fernando.ruytelefonica.com f.ruy Fernando Trevizan de Faria Fernando.TFariatelefonica.com mailto Fernando.TFariatelefonica.com f.trevizan Helton Fonseca helton.fonsecatelefonica.com h.fonseca Jonas de Lima Pontim Jonas.Pontimtelefonica.com mailto Jonas.Pontimtelefonica.com j.lima Jorge Kassama jorge.kassamatelefonica.com j.kassama Katia Ap. Oroski Portes Katia.Portes.exttelefonica.com mailto Katia.Portes.exttelefonica.com k.oroski Osvaldo Tozze osvaldo.tozzetelefonica.com o.tozze Renata Ramos Dantas renata.dantastelefonica.com r.ramos Rodrigo Tasca rodrigo.tascatelefonica.com r.tasca Thiago Gomes Nicolosi thiago.nicolositelefonica.com thiago.nicolosi Valmir Milani valmir.milanitelefonica.com v.milani Bruno Oenning bruno.oenningtelefonica.com bruno.oenning Luiz Felipe Taboada luiz.taboadatelefonica.com j.lft Gracias. Un saludo Cristina,
227574,PDIHUB Limpieza de repositorios de smartdigits,Hola Respecto a esto los repositorios propios de los usuarios que se mencionan y que abandonaron la compañia los podeis eliminar en lugar de meterlos en la organizacion de smartdigits . Ya hemos comprobado que en la organizacion tenemos todo lo necesario para el proyecto esos usuarios pueden tener cualquier cosa en sus repos privados incluso repositorios de proyectos antiguos o cosas personales que no queremos mezclar con la organizacion de smartdigits. Saludos Pedro From ANTONIO MANUEL RODRIGUEZ JAEN antoniomanuel.rodriguezjaentelefonica.com Date Monday June at To epgtid.es epgtid.es Cc PEDRO BALLESTEROS HERRANZ pedro.ballesterosherranztelefonica.com ARTURO CANALES GONZALEZ arturo.canalesgonzaleztelefonica.com HENAR MUÑOZ FRUTOS henar.munozfrutostelefonica.com Subject Limpieza en github Buenas Solicito que los repos pertenecientes a los siguientes usuarios Â� Gerardo Gonzalez gjt Â� Julio Ramirez julior Â� David Lopez davidlm Â� Francisco Mayoral fms Â� Ruben Gonzalez rubenb Se transfieran al repo smartdigits en la medida de lo posible. Un saludo. Manuel Rodriguez Jaen Operations Delivery Service Engineer SmartDigits gCTO - Telefonica Global Resources antoniomanuel.rodriguezjaentelefonica.com skype manolo.rj,Otros
227568,Solicitud de recuperacin del Backup de pdihub,,
227542,PDIHUB Alta del usuario lauraf,Hi Please can you add Laura to PDI hub TID user already exists and also to the smart steps organisation Thanks,add-pdihub-user
227526,PDIHUB Suspension del usuario bgv,Hola me gustaria reactivar mi cuenta de pdihub. Mi usuario es bgv . Un saludo Beatriz Gonzalez Vazquez.,unsuspend
227520,Artifactory API key,Hola Pregunta el API key que se genera en artifactory esta asociado a usuario o a repositorio Gracias Cesar,Otros
227514,Cuenta usuario Jira,Hola me gustaria solicitar una cuenta de usuario en Jira para Joaquin Jimenez en copia su email JOAQUIN JIMENEZ SABIO joaquin.jimenezsabiotelefonica.com Joaquin es personal de Telefonica de España. Gracias por adelantado. Saludos. Javier Diez Set-top box Middleware Partnerships Video Technology and Devices Email javier.diezgomeztelefonica.com Landline â Mobile Distrito Telefonica â Madrid Spain Telefonica Global CTO,add-jira-user
227507,GITHUB Alta del usuario mid en el team meetaura,Hola Necesitamos añadir un usuario nuevo al team meetaura. El usuario es mid y es de Rafael de las Heras. Un saludo,add-github-user
227504,Problema acceso a JIRA,Buenos dias. Cuando entro con mi usuario acp a jira me redirige a la siguiente pagina y no puedo hacer nada mas https jirapdi.tid.es servicedesk customer portals. Intento navegar a otras partes de JIRA y siempre me redirige a este sitio. No puedo ver nada de los proyectos las tareas ni nada. Podeis ayudarme a solucionarlo por favor Mi Skype es acp.telefonica por si necesitais contactarme. Muchas gracias de antemano. Ã�lvaro de la Cruz Paissan â � alvaro delacruzanadat.es mailto alvaro delacruzanadat.es Parque Empresarial Rivas Futura C Marie Curie Edif. Beta - Madrid www.anadat.es http www.anadat.es Disclaimer Email De manera general ANADAT CONSULTING S. L. garantiza la adopcion de las medidas necesarias para asegurar el tratamiento confidencial de los datos de caracter personal y le ofrece la posibilidad de ejercer su derecho de acceso rectificacion cancelacion y oposicion al tratamiento de sus datos personales en los terminos y condiciones previstos en la propia LOPD a traves del correo electronico rrhhanadat.es mailto rrhhanadat.es . La informacion confidencial que pudiera contener este mensaje esta destinada para ser leida unicamente por el destinatario. Nadie excepto el podra leer usar publicar o reproducir el contenido parcial o total de este mensaje. En caso de recibir un mensaje por error por favor notifiquelo al remitente lo antes posible.,Problem
227497,PDIHUB Alta del usuario jca,Hola Por favor me podeis dar permisos en el git para el usuario jca Gracias. Jordi Castilla El de junio de BORJA MARCOS SUAREZ borja.marcossuareztelefonica.com escribio Hola Desde que me cambie de proyecto a CDO no tengo ya permisos de admin en el pdihub. Please escribid a epgtid.es para que os activen el usuario. Creo que estan cortos de licencias por lo que veo en la captura. En todo caso ellos os lo solucionaran. Un saludo borja De ALEJANDRO MEDINA GINES alejandro.medinaginestelefonica.com Fecha miercoles de junio de Para BORJA MARCOS SUAREZ borja.marcossuareztelefonica.com CC jorge.castilla.telefonicagmail.com jorge.castilla.telefonica gmail.com Asunto RV GIT Hola Borja Me comenta mi compañero Jordi con usuario jca que no esta pudiendo acceder a PDI Hub. Podrias mirar si tiene algun problema su usuario Muchas gracias y saludos Alex Enviado desde Correo https go.microsoft.com fwlink LinkId para Windows De Jorge Castilla jorge.castilla.telefonicagmail.com Enviado miercoles de junio de Para ALEJANDRO MEDINA GINES alejandro.medinaginestelefonica.com Asunto GIT Hola Alex Alla va. El usuario es jca y me da el error siguiente al entrar en el git. image magenes integradas Slds Jordi Castilla ------------------------------ Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted. el destinatario indicado queda notificado de que la lectura utilizacion divulgacion y o copia sin autorizacion puede estar prohibida en virtud de la legislacion vigente. Si ha recibido este mensaje por error le rogamos que nos lo comunique inmediatamente por esta misma via y proceda a su destruccion. The information contained in this transmission is privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. If you have received this transmission in error do not read it. Please immediately reply to the sender that you have received this communication in error and then delete it. Esta mensagem e seus anexos se dirigem exclusivamente ao seu destinatario pode conter informaÃ�Ã�o privilegiada ou confidencial e e para uso exclusivo da pessoa ou entidade de destino. Se nÃ�o e vossa senhoria o destinatario indicado fica notificado de que a leitura utilizaÃ�Ã�o divulgaÃ�Ã�o e ou copia sem autorizaÃ�Ã�o pode estar proibida em virtude da legislaÃ�Ã�o vigente. Se recebeu esta mensagem por erro rogamos-lhe que nos o comunique imediatamente por esta mesma via e proceda a sua destruiÃ�Ã�o,add-github-user
227496,Alta en pdihub de usuario jca y baja de usuarios,Hola Necesitamos darme de alta en pdihub con mi usuario jca . Aprovecho para comentar que se pueden dar de baja dos usuarios que ya no estan en I D cct y Gefsa Muchas gracias. Jorge.,add-github-user
227484,GITHUB Alta del usuario RubenUU en el team VDC,Hola Necesitaria que https github.com RubenUU tenga acceso a GitHub y este dentro del https github.com orgs Telefonica teams vdc Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,add-github-user
227482,GITHUB Alta del usuario Davira en el team datanorm,Hola necesitamos que se de de alta al usuario de github https github.com Davira en el espacio de trabajo de Telefonica. Saludos Luismi Luismi,add-github-user
227481,GITHUB Alta del usuario nachopl en el team datanorm,Hola necesitamos que se de de alta al usuario de github https github.com nachopl en el espacio de trabajo de Telefonica. Saludos Luismi,add-github-user
227480,GITHUB Alta del usuario patriciacc en el team datanorm,Hola necesitamos que se de de alta al usuario de github https github.com patriciacc en el espacio de trabajo de Telefonica. Saludos Luismi,add-github-user
227477,Acceso al repo de Docker para el usuario cx entartifactory.hi.inet,Buenos dias Como indico en el asunto del correo me gustaria tener acceso al repo de Docker con mi usuario cx en artifactory.hi.inet. Saludos y gracias por adelantado.,Otros
227476,PErmisos jira proyecto gbd,Hola Necesito permisos en el proyecto gbd para poder poner incidencias y o que me puedan poner en copia de alguna existente para que pueda ver el estado de al misma. Saludos Marina,Otros
227472,GITHUB Alta del usuario jsmolina en el team SNIP,hola se ha incorporado Jordi Sesmero a nuestra iniciativa SNIP y necesitamos que tenga acceso a los repositorios del team SNIP en github.com http github.com . https github.com jsmolina Te paso sus datos. Un saludo. Orestes. -- The Great Tao is very level and easy but people love the by-ways excerpt from Holy Tao Te Ching,add-github-user
227409,Acceso Github Telefonica,Buenas tardes Borja Creo que necesito que me vuelvas a mandar la invitacion para poder formar parte de Telefonica en Github. Dime con lo que sea. Gracias de antemano. Un cordial saludo Nerea,add-github-user
227384,IP fija para dev-btp-ml- .hi.inet en DC,Hola Necesito que configureis la maquina dev-btp-ml- .hi.inet con IP fija. La IP reservada es la . . . Gateway . . . Saludos Nuria Fernandez Varela TELEFÃ NICA INVESTIGACIÃ N Y DESARROLLO NETWORK TEAM Parque Tecnologico de Boecillo Boecillo Valladolid Mail nuria.fernandezvarela.exttelefonica.com mailto nuria.fernandezvarelatelefonica.com Telefono,Otros
227381,Problema al iniciar sesion en MV,Buenos dias Estoy intentando entrar en la maquina pre-m m-rpr- con el usuario PRE-M M-RPR- admin local y me dice que esta bloqueado. Podeis mirar que ha pasado Un saludo sergio.alcaldemunoztelefonica.com Sergio Alcalde Muñoz,Problem
227378,Problemas con carpeta de granero-boe,Hola Tenemos un problema con la carpeta granero-boegConnectOBgOB Load Test ResultsLoadTestv . V RC file granero-boegConnectOBgOB Load Test ResultsLoadTestv . V RC . Por alguna razon no tenemos permisos ni para acceder a dicha carpeta ni para borrarla. Podriais echar un vistazo a que le ocurre a dicha carpeta Gracias y un saludo D I G I T A L T E L C O E X P E R I E N C E Imagenes integradas Ruben Mazariegos Â� Technological Specialist ruben.mazariegosdelreytelefonica.com mailto ruben.mazariegosdelreytelefonica.com tel B My TU.Go number tel B My Tuenti number tel B Parque Tecnologico de Boecillo - Boecillo Valladolid Spain www.tu.com http www.tu.com www.tuenti.com http www.tuenti.com,Problem
227369,PDIHUB Renombrar el usuario hgs por cx,Buenos dias Mi usuario esta siendo revocado ya que voy a pasar de externo a propio. Debido a esto se ha deshabilitado mi acceso a pdihub para mi antiguo usuario hgs . El nuevo usuario que me han asignado es CX y ya esta operativo a falta solo del correo corporativo. Podriais darlo de alta en pdihub y pasar los permisos de acceso que tenia hgs a este nuevo usuario Permiso de acceso y escritura en koios si mal no recuerdo Gracias Un saludo http www.indizen.com Hector Gomez Sanchez Data Scientist - Big Data Engineer T. M. B www.indizen.com Paseo de la Castellana - Â� planta Madrid Spain https twitter.com indizen corp https www.instagram.com indizen corp https www.facebook.com indizencorp https www.youtube.com channel UCGlfdS-IQKR PMRyhfh AKQ https www.linkedin.com company trk tyah trkInfo clickedVertical Acompany CclickedEntityId A Cidx A - - CtarId A Ctas Aindize,Otros
227361,GITHUB Alta del usuario jsmolina en el team SNIP,Hola Borja Voy a trabajar con el equipo de Smart Notifications y necesitaria que me añadieras a la organizacion Telefonica de GITHUB. Como probablemente aun tenga temas de â Keep the Lights Onâ de TuGO por favor no me elimineis de pdihub... Atentamente Jordi D I G I T A L T E L C O E X P E R I E N C E id image .png D D AC.C A DC Calling Platform,add-github-user
227322,PDIHUB Suspension del usuario bap,Hola ayer me volvio a llegar un mail diciendome que me la habian vuelto a marcar como dormant. No sabia que habia unos pocos dias para entrar o volveria a ser marcada asi. Por favor me la podeis activar de nuevo Siento las molestias. Gracias por anticipado. Un saludo Bea. El a las BORJA MARTIN FERNANDEZ via RT escribio Ya lo tienes Beatriz https pdihub.hi.inet bap Saludos. -- Borja Martin Fernandez SMP - Git Github PDIHUB admin To see the content please follow the link below and use your TID user. http vmticket.hi.inet Ticket Display.htmlid,unsuspend
227311,Solicitud de provision de usuario JIRA,,
227309,Solicitud de provision de usuario JIRA,,
227307,Solicitud de provision de usuario JIRA,,
227305,Solicitud de provision de usuario JIRA,,
227303,Solicitud de provision de usuario JIRA,,
227301,Solicitud de provision de usuario JIRA,,
227299,Solicitud de provision de usuario JIRA,,
227297,Solicitud de provision de usuario JIRA,,
227295,Solicitud de provision de usuario JIRA,,
227293,Solicitud de provision de usuario JIRA,,
227291,Solicitud de provision de usuario JIRA,,
227289,Solicitud de provision de usuario JIRA,,
227287,Solicitud de provision de usuario JIRA,,
227285,Solicitud de provision de usuario JIRA,,
227283,Solicitud de provision de usuario JIRA,,
227281,Solicitud de provision de usuario JIRA,,
227279,Solicitud de provision de usuario JIRA,,
227277,Solicitud de provision de usuario JIRA,,
227275,Solicitud de provision de usuario JIRA,,
227273,Solicitud de provision de usuario JIRA,,
227271,Solicitud de provision de usuario JIRA,,
227267,Permisos en wikis.tid.es,Hola Necesito dar acceso a una persona a la wiki de nuestro proyecto pero no me aparece como usuario en la seccion de administracion. Me podrian ayudar A esta persona le aparece esta pantalla al intentar acceder a https wikis.tid.es gvp-dev index.php cid image .jpg D E A .EB BD Y a mi en la administracion me aparece esto cid image .jpg D E A .EB BD Un Saludo Javi,Problem
227242,Acceso a la wiki wikis.tid.es gvp-dev,Hola estos usuarios necesitan disponer de acceso a la wiki wikis.tid.es gvp-dev hugo.alonso hugo.alonsoagilecontent.com mailto hugo.alonsoagilecontent.com b.tozetto bruno.tozettoagilecontent.com mailto bruno.tozettoagilecontent.com mauricio.satoshi mauricio.takaraagilecontent.com mailto mauricio.takaraagilecontent.com l.pereira lucas.pereiraagilecontent.com mailto lucas.pereiraagilecontent.com f.duarte fernando.duarteagilecontent.com mailto fernando.duarteagilecontent.com rodrigo.gaspar rodrigo.gasparagilecontent.com mailto rodrigo.gasparagilecontent.com j.pio joao.pioagilecontent.com mailto joao.pioagilecontent.com Pero no llegan a la pagina de login por lo habra que activarles en el server de la wiki para que pasen la autenticacion https Un saludo y gracias Agus -- Jose Agustin Martinez Garcia Service Development PMPÂ� gCTO - Global Video Unit Mobile Phone email joseagustin.martinezgarciatelefonica.com mailto joseagustin.martinezgarciatelefonica.com,Otros
227241,Acceso a la wiki wikis.tid.es gvp-dev,Hola estos usuarios necesitan disponer de acceso a la wiki wikis.tid.es gvp-dev hugo.alonso hugo.alonsoagilecontent.com mailto hugo.alonsoagilecontent.com b.tozetto bruno.tozettoagilecontent.com mailto bruno.tozettoagilecontent.com mauricio.satoshi mauricio.takaraagilecontent.com mailto mauricio.takaraagilecontent.com l.pereira lucas.pereiraagilecontent.com mailto lucas.pereiraagilecontent.com f.duarte fernando.duarteagilecontent.com mailto fernando.duarteagilecontent.com rodrigo.gaspar rodrigo.gasparagilecontent.com mailto rodrigo.gasparagilecontent.com j.pio joao.pioagilecontent.com mailto joao.pioagilecontent.com Un saludo y gracias Agus -- Jose Agustin Martinez Garcia Service Development PMPÂ� gCTO - Global Video Unit Mobile Phone email joseagustin.martinezgarciatelefonica.com mailto joseagustin.martinezgarciatelefonica.com,Otros
227232,GITHUB Añadir usuario danijo al team p-owners,Buenas tardes Necesitamos añadir al usuario danijo Jose Daniel Flores al grupo Telefonica p-owners de github. Gracias de antemano.,Otros
227223,PDIHUB Alta del usuario cxb,Hola Necesitamos usuario de PDIHub para Carmen en copia. Usuario cxb Muchas gracias. Saludos Javier.,add-pdihub-user
227222,dar de baja maquina dev-pdrv-mysql-,,
227215,Usuarios JIRA UNICA,Hola Ana Ericsson nos ha pedido actualizar unos usuarios Current User Name Current User e-mail New User Name New User e-mail Johan Bouma johan.boumaericsson.com mailto johan.boumaericsson.com Enrique Anaya enrique.anayaericsson.com mailto enrique.anayaericsson.com Jose Luis Marin jose.luis.marinericsson.com mailto jose.luis.marinericsson.com Diego Pedroviejo diego.pedroviejoericsson.com mailto diego.pedroviejoericsson.com No se si se puede actualizar el usuario o hay que dar de baja y de alta a los nuevos. Podemos dar de baja tambien a estos usuarios Ã�lvaro de la Cruz Alvaro de la Cruz alvaro delacruzanadat.es Jose Luis Orejon Jose Luis Orejon jlorejonaubay.es Jose Angel Tejeiro jatejeirooesia.com Te mando la lista actualizada de usuarios. Muchas gracias Carlos.,Otros
227204,PDIHUB Limpieza en smartdigits,Buenas Solicito que los repos pertenecientes a los siguientes usuarios Â� Gerardo Gonzalez gjt Â� Julio Ramirez julior Â� David Lopez davidlm Â� Francisco Mayoral fms Â� Ruben Gonzalez rubenb Se transfieran al repo smartdigits en la medida de lo posible. Un saludo. Manuel Rodriguez Jaen Operations Delivery Service Engineer SmartDigits gCTO - Telefonica Global Resources antoniomanuel.rodriguezjaentelefonica.com skype manolo.rj,Otros
